,venue,Team,Opposition,Over Number,Ball Number,current_run,run_rate,wickets_left,runs_till_5_over,score
14982,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,4,158.0,9.48,6.0,54.0,186.0
14983,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,5,159.0,9.445544554455445,6.0,54.0,186.0
14984,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,6,160.0,9.411764705882353,6.0,54.0,186.0
14987,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,1,161.0,9.37864077669903,6.0,54.0,186.0
14988,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,2,165.0,9.519230769230768,6.0,54.0,186.0
14989,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,3,165.0,9.428571428571429,5.0,54.0,186.0
14990,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,4,166.0,9.39622641509434,5.0,54.0,186.0
14991,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,5,170.0,9.53271028037383,5.0,54.0,186.0
14992,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,6,171.0,9.5,5.0,54.0,186.0
14993,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,1,173.0,9.522935779816514,5.0,54.0,186.0
14994,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,2,173.0,9.436363636363637,5.0,54.0,186.0
14995,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,3,173.0,9.35135135135135,4.0,54.0,186.0
14996,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,4,174.0,9.321428571428571,4.0,54.0,186.0
14997,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,5,175.0,9.292035398230087,4.0,54.0,186.0
14998,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,6,176.0,9.263157894736842,4.0,54.0,186.0
14999,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,1,176.0,9.182608695652174,4.0,54.0,186.0
15000,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,2,177.0,9.155172413793103,4.0,54.0,186.0
15001,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,3,177.0,9.076923076923077,4.0,54.0,186.0
15002,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,4,178.0,9.050847457627118,4.0,54.0,186.0
15003,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,5,182.0,9.176470588235293,4.0,54.0,186.0
15004,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,6,186.0,9.3,4.0,54.0,186.0
15005,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,1,67.0,12.96774193548387,8.0,67.0,238.0
15006,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,2,67.0,12.5625,8.0,67.0,238.0
15007,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,3,68.0,12.363636363636363,8.0,67.0,238.0
15008,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,4,69.0,12.176470588235293,8.0,67.0,238.0
15009,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,5,69.0,11.82857142857143,8.0,67.0,238.0
15010,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,5,6,70.0,11.666666666666666,8.0,67.0,238.0
15011,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,1,71.0,11.513513513513512,8.0,67.0,238.0
15012,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,2,72.0,11.368421052631579,8.0,67.0,238.0
15013,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,3,76.0,11.692307692307692,8.0,67.0,238.0
15014,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,4,77.0,11.55,8.0,67.0,238.0
15015,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,5,78.0,11.414634146341463,8.0,67.0,238.0
15016,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,6,6,79.0,11.285714285714285,8.0,67.0,238.0
15017,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,1,80.0,11.162790697674419,8.0,67.0,238.0
15018,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,2,84.0,11.454545454545455,8.0,67.0,238.0
15019,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,3,84.0,11.2,8.0,67.0,238.0
15020,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,4,85.0,11.08695652173913,8.0,67.0,238.0
15021,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,5,85.0,10.851063829787234,8.0,67.0,238.0
15022,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,7,6,86.0,10.75,8.0,67.0,238.0
15023,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,1,87.0,10.653061224489797,8.0,67.0,238.0
15024,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,2,88.0,10.56,8.0,67.0,238.0
15025,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,3,89.0,10.470588235294118,8.0,67.0,238.0
15026,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,4,90.0,10.384615384615385,8.0,67.0,238.0
15027,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,5,91.0,10.30188679245283,8.0,67.0,238.0
15028,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,8,6,91.0,10.11111111111111,8.0,67.0,238.0
15029,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,1,95.0,10.363636363636363,8.0,67.0,238.0
15030,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,2,96.0,10.285714285714285,8.0,67.0,238.0
15031,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,3,96.0,10.105263157894736,8.0,67.0,238.0
15032,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,4,97.0,10.034482758620689,8.0,67.0,238.0
15033,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,5,103.0,10.474576271186441,8.0,67.0,238.0
15034,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,9,6,103.0,10.299999999999999,8.0,67.0,238.0
15035,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,1,104.0,10.22950819672131,8.0,67.0,238.0
15036,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,2,105.0,10.161290322580646,8.0,67.0,238.0
15037,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,3,106.0,10.095238095238095,8.0,67.0,238.0
15038,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,4,107.0,10.03125,8.0,67.0,238.0
15039,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,5,111.0,10.246153846153845,8.0,67.0,238.0
15040,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,10,6,112.0,10.181818181818182,8.0,67.0,238.0
15041,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,1,113.0,10.119402985074627,8.0,67.0,238.0
15042,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,2,119.0,10.5,8.0,67.0,238.0
15043,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,3,120.0,10.434782608695652,8.0,67.0,238.0
15044,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,4,124.0,10.628571428571428,8.0,67.0,238.0
15045,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,5,125.0,10.563380281690142,8.0,67.0,238.0
15046,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,11,6,126.0,10.5,8.0,67.0,238.0
15049,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,1,129.0,10.602739726027398,8.0,67.0,238.0
15050,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,2,130.0,10.54054054054054,8.0,67.0,238.0
15051,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,3,134.0,10.719999999999999,8.0,67.0,238.0
15052,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,4,135.0,10.657894736842106,8.0,67.0,238.0
15053,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,5,135.0,10.51948051948052,8.0,67.0,238.0
15054,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,12,6,136.0,10.461538461538462,8.0,67.0,238.0
15055,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,1,142.0,10.784810126582279,8.0,67.0,238.0
15056,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,2,148.0,11.100000000000001,8.0,67.0,238.0
15057,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,3,149.0,11.037037037037036,8.0,67.0,238.0
15058,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,4,150.0,10.975609756097562,8.0,67.0,238.0
15059,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,5,150.0,10.843373493975903,7.0,67.0,238.0
15060,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,13,6,150.0,10.714285714285715,7.0,67.0,238.0
15061,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,1,154.0,10.870588235294118,7.0,67.0,238.0
15062,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,2,155.0,10.813953488372093,7.0,67.0,238.0
15063,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,3,155.0,10.689655172413794,7.0,67.0,238.0
15064,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,4,156.0,10.636363636363637,7.0,67.0,238.0
15065,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,5,157.0,10.584269662921349,7.0,67.0,238.0
15066,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,14,6,158.0,10.533333333333333,7.0,67.0,238.0
15067,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,1,164.0,10.813186813186814,7.0,67.0,238.0
15068,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,2,165.0,10.76086956521739,7.0,67.0,238.0
15069,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,3,171.0,11.032258064516128,7.0,67.0,238.0
15070,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,4,177.0,11.297872340425533,7.0,67.0,238.0
15071,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,5,178.0,11.242105263157896,7.0,67.0,238.0
15072,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,15,6,184.0,11.5,7.0,67.0,238.0
15073,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,1,185.0,11.443298969072165,7.0,67.0,238.0
15074,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,2,185.0,11.326530612244898,7.0,67.0,238.0
15075,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,3,189.0,11.454545454545455,7.0,67.0,238.0
15076,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,4,195.0,11.7,7.0,67.0,238.0
15077,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,5,196.0,11.643564356435643,7.0,67.0,238.0
15078,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,16,6,197.0,11.588235294117647,7.0,67.0,238.0
15079,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,1,198.0,11.533980582524272,7.0,67.0,238.0
15080,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,2,198.0,11.423076923076923,7.0,67.0,238.0
15081,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,3,202.0,11.542857142857143,7.0,67.0,238.0
15082,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,4,202.0,11.433962264150944,7.0,67.0,238.0
15083,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,5,206.0,11.551401869158878,7.0,67.0,238.0
15084,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,17,6,207.0,11.5,7.0,67.0,238.0
15086,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,1,212.0,11.669724770642203,7.0,67.0,238.0
15087,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,2,218.0,11.89090909090909,7.0,67.0,238.0
15088,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,3,224.0,12.108108108108107,7.0,67.0,238.0
15089,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,4,225.0,12.05357142857143,7.0,67.0,238.0
15090,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,5,225.0,11.946902654867257,7.0,67.0,238.0
15091,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,18,6,226.0,11.894736842105264,7.0,67.0,238.0
15092,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,1,227.0,11.843478260869565,7.0,67.0,238.0
15093,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,2,233.0,12.051724137931036,7.0,67.0,238.0
15094,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,3,233.0,11.948717948717949,7.0,67.0,238.0
15095,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,4,233.0,11.847457627118644,7.0,67.0,238.0
15096,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,5,237.0,11.949579831932773,7.0,67.0,238.0
15097,"National Stadium, Karachi",Islamabad United,Lahore Qalandars,19,6,238.0,11.9,7.0,67.0,238.0
15098,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,1,36.0,6.967741935483872,8.0,36.0,220.0
15099,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,2,37.0,6.9375,8.0,36.0,220.0
15100,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,3,38.0,6.90909090909091,8.0,36.0,220.0
15101,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,4,38.0,6.705882352941177,8.0,36.0,220.0
15102,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,5,39.0,6.685714285714286,8.0,36.0,220.0
15103,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,5,6,39.0,6.5,8.0,36.0,220.0
15104,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,1,43.0,6.972972972972972,8.0,36.0,220.0
15105,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,2,43.0,6.789473684210526,7.0,36.0,220.0
15106,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,3,44.0,6.769230769230769,7.0,36.0,220.0
15107,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,4,45.0,6.75,7.0,36.0,220.0
15108,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,5,45.0,6.585365853658537,7.0,36.0,220.0
15109,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,6,6,46.0,6.571428571428572,7.0,36.0,220.0
15110,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,1,46.0,6.41860465116279,7.0,36.0,220.0
15111,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,2,47.0,6.409090909090908,7.0,36.0,220.0
15112,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,3,48.0,6.4,7.0,36.0,220.0
15113,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,4,48.0,6.260869565217391,7.0,36.0,220.0
15114,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,5,49.0,6.25531914893617,7.0,36.0,220.0
15115,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,7,6,50.0,6.25,7.0,36.0,220.0
15116,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,1,56.0,6.857142857142857,7.0,36.0,220.0
15117,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,2,57.0,6.84,7.0,36.0,220.0
15118,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,3,58.0,6.823529411764706,7.0,36.0,220.0
15119,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,4,59.0,6.8076923076923075,7.0,36.0,220.0
15120,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,5,59.0,6.679245283018868,7.0,36.0,220.0
15121,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,8,6,63.0,7.0,7.0,36.0,220.0
15122,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,1,63.0,6.872727272727273,7.0,36.0,220.0
15123,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,2,64.0,6.857142857142857,7.0,36.0,220.0
15124,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,3,65.0,6.842105263157895,7.0,36.0,220.0
15125,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,4,71.0,7.344827586206896,7.0,36.0,220.0
15126,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,5,71.0,7.220338983050847,6.0,36.0,220.0
15127,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,9,6,77.0,7.700000000000001,6.0,36.0,220.0
15128,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,1,81.0,7.967213114754098,6.0,36.0,220.0
15129,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,2,82.0,7.935483870967742,6.0,36.0,220.0
15130,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,3,82.0,7.80952380952381,6.0,36.0,220.0
15131,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,4,83.0,7.78125,6.0,36.0,220.0
15132,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,5,84.0,7.753846153846155,6.0,36.0,220.0
15133,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,10,6,85.0,7.727272727272727,6.0,36.0,220.0
15134,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,1,86.0,7.701492537313433,6.0,36.0,220.0
15135,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,2,87.0,7.6764705882352935,6.0,36.0,220.0
15136,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,3,87.0,7.565217391304348,6.0,36.0,220.0
15137,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,4,88.0,7.542857142857143,6.0,36.0,220.0
15138,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,5,92.0,7.774647887323944,6.0,36.0,220.0
15139,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,11,6,92.0,7.666666666666666,6.0,36.0,220.0
15140,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,1,92.0,7.561643835616438,6.0,36.0,220.0
15141,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,2,93.0,7.54054054054054,6.0,36.0,220.0
15142,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,3,93.0,7.4399999999999995,6.0,36.0,220.0
15143,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,4,97.0,7.657894736842106,6.0,36.0,220.0
15144,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,5,97.0,7.558441558441559,6.0,36.0,220.0
15145,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,12,6,103.0,7.923076923076923,6.0,36.0,220.0
15146,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,1,107.0,8.126582278481012,6.0,36.0,220.0
15147,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,2,107.0,8.024999999999999,6.0,36.0,220.0
15148,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,3,108.0,8.0,6.0,36.0,220.0
15149,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,4,108.0,7.902439024390244,6.0,36.0,220.0
15150,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,5,114.0,8.240963855421686,6.0,36.0,220.0
15151,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,13,6,116.0,8.285714285714285,6.0,36.0,220.0
15152,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,1,118.0,8.329411764705881,6.0,36.0,220.0
15153,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,2,119.0,8.30232558139535,6.0,36.0,220.0
15154,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,3,120.0,8.275862068965518,6.0,36.0,220.0
15155,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,4,124.0,8.454545454545455,6.0,36.0,220.0
15156,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,5,128.0,8.629213483146067,6.0,36.0,220.0
15157,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,14,6,128.0,8.533333333333333,6.0,36.0,220.0
15159,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,1,129.0,8.505494505494505,6.0,36.0,220.0
15160,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,2,133.0,8.673913043478262,6.0,36.0,220.0
15161,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,3,134.0,8.64516129032258,6.0,36.0,220.0
15162,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,4,140.0,8.936170212765957,6.0,36.0,220.0
15163,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,5,141.0,8.905263157894737,6.0,36.0,220.0
15164,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,15,6,147.0,9.1875,6.0,36.0,220.0
15165,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,1,149.0,9.216494845360826,6.0,36.0,220.0
15166,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,2,155.0,9.489795918367347,6.0,36.0,220.0
15167,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,3,155.0,9.393939393939394,6.0,36.0,220.0
15168,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,4,161.0,9.66,6.0,36.0,220.0
15169,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,5,162.0,9.623762376237625,6.0,36.0,220.0
15170,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,16,6,163.0,9.588235294117649,6.0,36.0,220.0
15172,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,1,169.0,9.844660194174757,6.0,36.0,220.0
15173,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,2,169.0,9.75,5.0,36.0,220.0
15174,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,3,170.0,9.714285714285715,5.0,36.0,220.0
15175,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,4,174.0,9.849056603773585,5.0,36.0,220.0
15176,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,5,175.0,9.813084112149532,5.0,36.0,220.0
15177,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,17,6,179.0,9.944444444444445,5.0,36.0,220.0
15178,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,1,179.0,9.853211009174311,5.0,36.0,220.0
15179,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,2,185.0,10.090909090909092,5.0,36.0,220.0
15180,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,3,191.0,10.324324324324325,5.0,36.0,220.0
15181,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,4,197.0,10.553571428571429,5.0,36.0,220.0
15182,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,5,198.0,10.513274336283185,5.0,36.0,220.0
15183,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,18,6,199.0,10.473684210526317,5.0,36.0,220.0
15184,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,1,205.0,10.695652173913043,5.0,36.0,220.0
15185,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,2,209.0,10.810344827586206,5.0,36.0,220.0
15186,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,3,210.0,10.76923076923077,5.0,36.0,220.0
15187,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,4,216.0,10.983050847457626,5.0,36.0,220.0
15188,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,5,220.0,11.092436974789916,5.0,36.0,220.0
15189,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,19,6,220.0,11.0,4.0,36.0,220.0
15190,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,1,40.0,7.741935483870968,10.0,40.0,176.0
15191,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,2,40.0,7.5,10.0,40.0,176.0
15192,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,3,41.0,7.454545454545455,10.0,40.0,176.0
15193,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,4,41.0,7.235294117647058,10.0,40.0,176.0
15194,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,5,42.0,7.199999999999999,10.0,40.0,176.0
15195,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,5,6,42.0,7.0,10.0,40.0,176.0
15196,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,1,43.0,6.972972972972972,10.0,40.0,176.0
15197,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,2,47.0,7.421052631578948,10.0,40.0,176.0
15198,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,3,48.0,7.384615384615385,10.0,40.0,176.0
15199,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,4,52.0,7.800000000000001,10.0,40.0,176.0
15200,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,5,53.0,7.7560975609756095,10.0,40.0,176.0
15201,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,6,6,53.0,7.571428571428571,10.0,40.0,176.0
15202,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,1,53.0,7.395348837209302,10.0,40.0,176.0
15203,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,2,54.0,7.363636363636363,10.0,40.0,176.0
15204,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,3,54.0,7.199999999999999,10.0,40.0,176.0
15205,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,4,55.0,7.173913043478261,10.0,40.0,176.0
15206,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,5,55.0,7.0212765957446805,10.0,40.0,176.0
15207,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,7,6,56.0,7.0,10.0,40.0,176.0
15208,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,1,57.0,6.979591836734693,10.0,40.0,176.0
15209,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,2,58.0,6.959999999999999,10.0,40.0,176.0
15210,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,3,59.0,6.9411764705882355,10.0,40.0,176.0
15211,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,4,59.0,6.8076923076923075,10.0,40.0,176.0
15212,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,5,65.0,7.3584905660377355,10.0,40.0,176.0
15213,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,8,6,71.0,7.888888888888889,10.0,40.0,176.0
15214,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,9,1,71.0,7.745454545454546,9.0,40.0,176.0
15215,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,9,2,71.0,7.607142857142857,9.0,40.0,176.0
