,venue,Team,Opposition,Over Number,Ball Number,current_run,run_rate,wickets_left,runs_till_5_over,score
6186,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,8,5,68.0,7.69811320754717,6.0,41.0,118.0
6187,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,8,6,70.0,7.777777777777778,6.0,41.0,118.0
6188,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,1,72.0,7.8545454545454545,6.0,41.0,118.0
6189,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,2,73.0,7.821428571428571,6.0,41.0,118.0
6190,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,3,74.0,7.7894736842105265,6.0,41.0,118.0
6191,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,4,78.0,8.068965517241379,6.0,41.0,118.0
6192,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,5,80.0,8.135593220338983,6.0,41.0,118.0
6193,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,9,6,81.0,8.100000000000001,6.0,41.0,118.0
6194,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,1,82.0,8.065573770491802,6.0,41.0,118.0
6195,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,2,82.0,7.935483870967742,5.0,41.0,118.0
6196,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,3,83.0,7.904761904761905,5.0,41.0,118.0
6197,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,4,84.0,7.875,5.0,41.0,118.0
6198,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,5,84.0,7.753846153846155,5.0,41.0,118.0
6199,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,10,6,86.0,7.818181818181818,5.0,41.0,118.0
6200,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,1,86.0,7.701492537313433,4.0,41.0,118.0
6201,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,2,86.0,7.588235294117647,4.0,41.0,118.0
6202,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,3,87.0,7.565217391304348,4.0,41.0,118.0
6203,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,4,87.0,7.457142857142857,4.0,41.0,118.0
6204,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,5,87.0,7.352112676056338,4.0,41.0,118.0
6205,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,11,6,87.0,7.25,4.0,41.0,118.0
6206,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,1,88.0,7.232876712328767,4.0,41.0,118.0
6207,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,2,94.0,7.621621621621621,4.0,41.0,118.0
6208,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,3,95.0,7.6,4.0,41.0,118.0
6209,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,4,96.0,7.578947368421052,4.0,41.0,118.0
6210,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,5,97.0,7.558441558441559,4.0,41.0,118.0
6211,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,12,6,98.0,7.538461538461538,4.0,41.0,118.0
6213,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,1,105.0,7.974683544303797,4.0,41.0,118.0
6214,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,2,106.0,7.949999999999999,4.0,41.0,118.0
6215,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,3,106.0,7.851851851851852,4.0,41.0,118.0
6216,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,4,107.0,7.829268292682928,4.0,41.0,118.0
6217,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,5,108.0,7.80722891566265,4.0,41.0,118.0
6218,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,13,6,109.0,7.7857142857142865,4.0,41.0,118.0
6219,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,1,109.0,7.694117647058825,3.0,41.0,118.0
6220,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,2,109.0,7.604651162790698,3.0,41.0,118.0
6221,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,3,110.0,7.586206896551724,3.0,41.0,118.0
6222,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,4,110.0,7.5,3.0,41.0,118.0
6223,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,5,111.0,7.4831460674157295,3.0,41.0,118.0
6224,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,14,6,111.0,7.4,2.0,41.0,118.0
6225,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,1,113.0,7.450549450549451,2.0,41.0,118.0
6226,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,2,113.0,7.369565217391304,2.0,41.0,118.0
6227,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,3,113.0,7.290322580645162,2.0,41.0,118.0
6228,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,4,114.0,7.276595744680852,2.0,41.0,118.0
6229,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,5,115.0,7.2631578947368425,2.0,41.0,118.0
6230,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,15,6,116.0,7.25,2.0,41.0,118.0
6231,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,1,118.0,7.298969072164947,2.0,41.0,118.0
6232,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,2,118.0,7.224489795918368,2.0,41.0,118.0
6233,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,3,118.0,7.1515151515151505,1.0,41.0,118.0
6234,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,4,118.0,7.08,1.0,41.0,118.0
6235,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,5,118.0,7.009900990099009,1.0,41.0,118.0
6236,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,16,6,118.0,6.9411764705882355,1.0,41.0,118.0
6237,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi,17,1,118.0,6.87378640776699,0.0,41.0,118.0
6238,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,1,41.0,7.935483870967742,10.0,41.0,170.0
6239,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,2,45.0,8.4375,10.0,41.0,170.0
6240,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,3,46.0,8.363636363636363,10.0,41.0,170.0
6241,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,4,47.0,8.294117647058822,10.0,41.0,170.0
6242,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,5,48.0,8.228571428571428,10.0,41.0,170.0
6243,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,5,6,48.0,8.0,10.0,41.0,170.0
6244,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,1,48.0,7.783783783783784,10.0,41.0,170.0
6245,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,2,49.0,7.7368421052631575,10.0,41.0,170.0
6246,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,3,50.0,7.692307692307693,10.0,41.0,170.0
6247,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,4,51.0,7.6499999999999995,10.0,41.0,170.0
6248,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,5,52.0,7.609756097560975,10.0,41.0,170.0
6249,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,6,6,52.0,7.428571428571429,10.0,41.0,170.0
6250,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,1,53.0,7.395348837209302,10.0,41.0,170.0
6251,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,2,53.0,7.2272727272727275,10.0,41.0,170.0
6252,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,3,53.0,7.066666666666666,10.0,41.0,170.0
6253,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,4,54.0,7.043478260869566,10.0,41.0,170.0
6254,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,5,55.0,7.0212765957446805,10.0,41.0,170.0
6255,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,7,6,61.0,7.625,10.0,41.0,170.0
6256,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,1,62.0,7.591836734693878,10.0,41.0,170.0
6257,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,2,62.0,7.4399999999999995,10.0,41.0,170.0
6258,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,3,66.0,7.764705882352942,10.0,41.0,170.0
6259,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,4,72.0,8.307692307692307,10.0,41.0,170.0
6260,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,5,72.0,8.150943396226415,10.0,41.0,170.0
6261,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,8,6,72.0,8.0,10.0,41.0,170.0
6262,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,1,73.0,7.963636363636365,10.0,41.0,170.0
6263,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,2,79.0,8.464285714285715,10.0,41.0,170.0
6264,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,3,80.0,8.421052631578947,10.0,41.0,170.0
6265,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,4,82.0,8.482758620689655,10.0,41.0,170.0
6266,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,5,83.0,8.440677966101696,10.0,41.0,170.0
6267,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,9,6,84.0,8.399999999999999,10.0,41.0,170.0
6268,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,1,84.0,8.262295081967213,9.0,41.0,170.0
6269,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,2,84.0,8.129032258064516,9.0,41.0,170.0
6270,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,3,84.0,8.0,9.0,41.0,170.0
6271,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,4,85.0,7.96875,9.0,41.0,170.0
6272,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,5,86.0,7.938461538461539,9.0,41.0,170.0
6273,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,10,6,87.0,7.909090909090908,9.0,41.0,170.0
6275,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,1,90.0,8.059701492537314,9.0,41.0,170.0
6276,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,2,90.0,7.9411764705882355,9.0,41.0,170.0
6277,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,3,90.0,7.826086956521739,9.0,41.0,170.0
6278,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,4,94.0,8.057142857142857,9.0,41.0,170.0
6279,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,5,98.0,8.28169014084507,9.0,41.0,170.0
6280,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,11,6,99.0,8.25,9.0,41.0,170.0
6281,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,1,99.0,8.136986301369863,9.0,41.0,170.0
6282,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,2,100.0,8.108108108108109,9.0,41.0,170.0
6283,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,3,101.0,8.08,9.0,41.0,170.0
6284,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,4,102.0,8.052631578947368,9.0,41.0,170.0
6285,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,5,106.0,8.25974025974026,9.0,41.0,170.0
6286,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,12,6,106.0,8.153846153846153,9.0,41.0,170.0
6287,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,1,106.0,8.050632911392405,8.0,41.0,170.0
6288,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,2,107.0,8.024999999999999,8.0,41.0,170.0
6289,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,3,109.0,8.074074074074074,8.0,41.0,170.0
6290,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,4,110.0,8.048780487804878,8.0,41.0,170.0
6291,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,5,111.0,8.024096385542169,8.0,41.0,170.0
6292,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,13,6,115.0,8.214285714285715,8.0,41.0,170.0
6294,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,1,120.0,8.470588235294118,8.0,41.0,170.0
6295,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,2,121.0,8.44186046511628,8.0,41.0,170.0
6296,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,3,122.0,8.413793103448276,8.0,41.0,170.0
6297,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,4,122.0,8.318181818181818,7.0,41.0,170.0
6298,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,5,123.0,8.292134831460675,7.0,41.0,170.0
6299,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,14,6,124.0,8.266666666666666,7.0,41.0,170.0
6300,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,1,128.0,8.43956043956044,7.0,41.0,170.0
6301,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,2,129.0,8.41304347826087,7.0,41.0,170.0
6302,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,3,131.0,8.451612903225808,7.0,41.0,170.0
6303,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,4,131.0,8.361702127659575,7.0,41.0,170.0
6304,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,5,133.0,8.399999999999999,7.0,41.0,170.0
6305,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,15,6,137.0,8.5625,7.0,41.0,170.0
6306,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,1,138.0,8.536082474226804,7.0,41.0,170.0
6307,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,2,138.0,8.448979591836736,6.0,41.0,170.0
6308,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,3,138.0,8.363636363636363,6.0,41.0,170.0
6309,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,4,139.0,8.34,6.0,41.0,170.0
6310,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,5,140.0,8.316831683168317,6.0,41.0,170.0
6311,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,16,6,140.0,8.235294117647058,6.0,41.0,170.0
6312,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,1,141.0,8.21359223300971,6.0,41.0,170.0
6313,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,2,142.0,8.192307692307693,6.0,41.0,170.0
6314,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,3,142.0,8.114285714285714,5.0,41.0,170.0
6315,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,4,144.0,8.150943396226415,5.0,41.0,170.0
6316,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,5,146.0,8.186915887850468,5.0,41.0,170.0
6317,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,17,6,148.0,8.222222222222223,5.0,41.0,170.0
6318,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,1,149.0,8.201834862385322,5.0,41.0,170.0
6319,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,2,153.0,8.345454545454546,5.0,41.0,170.0
6320,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,3,154.0,8.324324324324325,5.0,41.0,170.0
6321,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,4,155.0,8.303571428571429,5.0,41.0,170.0
6322,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,5,156.0,8.283185840707965,5.0,41.0,170.0
6323,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,18,6,157.0,8.263157894736842,5.0,41.0,170.0
6324,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,1,163.0,8.504347826086956,5.0,41.0,170.0
6325,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,2,163.0,8.431034482758621,4.0,41.0,170.0
6326,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,3,163.0,8.358974358974358,3.0,41.0,170.0
6327,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,4,168.0,8.542372881355933,3.0,41.0,170.0
6328,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,5,169.0,8.521008403361344,3.0,41.0,170.0
6329,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,19,6,170.0,8.5,3.0,41.0,170.0
6330,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,1,58.0,11.225806451612902,10.0,58.0,195.0
6331,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,2,59.0,11.0625,10.0,58.0,195.0
6332,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,3,63.0,11.454545454545455,10.0,58.0,195.0
6333,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,4,64.0,11.294117647058822,10.0,58.0,195.0
6334,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,5,65.0,11.142857142857142,10.0,58.0,195.0
6335,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,5,6,66.0,11.0,10.0,58.0,195.0
6336,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,1,66.0,10.702702702702702,10.0,58.0,195.0
6337,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,2,67.0,10.578947368421051,10.0,58.0,195.0
6338,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,3,67.0,10.307692307692307,9.0,58.0,195.0
6339,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,4,68.0,10.2,9.0,58.0,195.0
6340,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,5,69.0,10.097560975609756,9.0,58.0,195.0
6341,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,6,6,70.0,10.0,9.0,58.0,195.0
6342,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,1,70.0,9.767441860465116,9.0,58.0,195.0
6343,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,2,71.0,9.681818181818182,9.0,58.0,195.0
6344,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,3,72.0,9.600000000000001,9.0,58.0,195.0
6345,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,4,73.0,9.521739130434781,9.0,58.0,195.0
6346,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,5,74.0,9.446808510638299,9.0,58.0,195.0
6347,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,7,6,75.0,9.375,9.0,58.0,195.0
6348,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,1,76.0,9.306122448979592,9.0,58.0,195.0
6349,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,2,76.0,9.120000000000001,9.0,58.0,195.0
6350,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,3,76.0,8.941176470588236,9.0,58.0,195.0
6351,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,4,77.0,8.884615384615385,9.0,58.0,195.0
6352,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,5,78.0,8.830188679245282,9.0,58.0,195.0
6353,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,8,6,79.0,8.777777777777779,9.0,58.0,195.0
6355,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,1,84.0,9.163636363636364,9.0,58.0,195.0
6356,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,2,85.0,9.107142857142858,9.0,58.0,195.0
6357,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,3,85.0,8.947368421052632,9.0,58.0,195.0
6358,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,4,86.0,8.896551724137932,9.0,58.0,195.0
6359,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,5,87.0,8.847457627118644,9.0,58.0,195.0
6360,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,9,6,88.0,8.799999999999999,9.0,58.0,195.0
6361,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,1,89.0,8.754098360655739,9.0,58.0,195.0
6362,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,2,89.0,8.612903225806452,8.0,58.0,195.0
6363,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,3,90.0,8.571428571428571,8.0,58.0,195.0
6364,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,4,90.0,8.4375,8.0,58.0,195.0
6365,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,5,94.0,8.676923076923076,8.0,58.0,195.0
6366,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,10,6,98.0,8.90909090909091,8.0,58.0,195.0
6367,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,1,98.0,8.776119402985074,8.0,58.0,195.0
6368,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,2,99.0,8.735294117647058,8.0,58.0,195.0
6369,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,3,100.0,8.695652173913043,8.0,58.0,195.0
6370,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,4,100.0,8.571428571428571,8.0,58.0,195.0
6371,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,5,101.0,8.535211267605634,8.0,58.0,195.0
6372,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,11,6,102.0,8.5,8.0,58.0,195.0
6373,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,1,103.0,8.465753424657535,8.0,58.0,195.0
6374,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,2,103.0,8.35135135135135,8.0,58.0,195.0
6375,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,3,109.0,8.72,8.0,58.0,195.0
6376,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,4,109.0,8.605263157894736,8.0,58.0,195.0
6377,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,5,110.0,8.571428571428571,8.0,58.0,195.0
6378,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,12,6,113.0,8.692307692307692,8.0,58.0,195.0
6379,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,1,114.0,8.658227848101266,8.0,58.0,195.0
6380,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,2,115.0,8.625,8.0,58.0,195.0
6381,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,3,116.0,8.592592592592592,8.0,58.0,195.0
6382,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,4,117.0,8.560975609756097,8.0,58.0,195.0
6383,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,5,117.0,8.457831325301205,8.0,58.0,195.0
6384,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,13,6,118.0,8.428571428571427,8.0,58.0,195.0
6387,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,1,122.0,8.611764705882353,8.0,58.0,195.0
6388,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,2,128.0,8.930232558139535,8.0,58.0,195.0
6389,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,3,134.0,9.241379310344827,8.0,58.0,195.0
6390,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,4,135.0,9.204545454545455,8.0,58.0,195.0
6391,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,5,141.0,9.50561797752809,8.0,58.0,195.0
6392,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,14,6,142.0,9.466666666666667,8.0,58.0,195.0
6393,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,1,143.0,9.428571428571429,8.0,58.0,195.0
6394,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,2,144.0,9.391304347826088,8.0,58.0,195.0
6395,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,3,145.0,9.35483870967742,8.0,58.0,195.0
6396,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,4,149.0,9.51063829787234,8.0,58.0,195.0
6397,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,5,150.0,9.473684210526315,8.0,58.0,195.0
6398,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,15,6,150.0,9.375,8.0,58.0,195.0
6399,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,1,151.0,9.34020618556701,8.0,58.0,195.0
6400,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,2,151.0,9.244897959183675,8.0,58.0,195.0
6401,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,3,157.0,9.515151515151516,8.0,58.0,195.0
6402,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,4,158.0,9.48,8.0,58.0,195.0
6403,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,5,159.0,9.445544554455445,8.0,58.0,195.0
6404,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,16,6,159.0,9.352941176470589,8.0,58.0,195.0
6405,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,1,162.0,9.436893203883495,8.0,58.0,195.0
6406,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,2,162.0,9.346153846153847,7.0,58.0,195.0
6407,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,3,162.0,9.257142857142858,7.0,58.0,195.0
6408,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,4,166.0,9.39622641509434,7.0,58.0,195.0
6409,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,5,166.0,9.30841121495327,7.0,58.0,195.0
6410,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,17,6,166.0,9.222222222222221,7.0,58.0,195.0
6411,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,18,1,166.0,9.137614678899082,7.0,58.0,195.0
6412,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,18,2,167.0,9.10909090909091,7.0,58.0,195.0
6413,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,18,3,169.0,9.135135135135135,7.0,58.0,195.0
6414,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,18,4,172.0,9.214285714285715,7.0,58.0,195.0
6415,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,18,5,178.0,9.451327433628318,7.0,58.0,195.0
